IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
8.219.174.213,8880,false,SIN,Asia Pacific,Singapore,204 ms,5689 kB/s
8.219.122.55,2052,false,SIN,Asia Pacific,Singapore,243 ms,5686 kB/s
47.236.150.13,2095,false,SIN,Asia Pacific,Singapore,217 ms,5686 kB/s
8.218.85.128,80,false,HKG,Asia Pacific,Hong Kong,62 ms,5685 kB/s
47.236.170.225,2095,false,SIN,Asia Pacific,Singapore,219 ms,5679 kB/s
47.236.75.113,2086,false,SIN,Asia Pacific,Singapore,227 ms,5677 kB/s
8.222.215.228,2095,false,SIN,Asia Pacific,Singapore,212 ms,5675 kB/s
8.219.126.240,2052,false,SIN,Asia Pacific,Singapore,219 ms,5673 kB/s
8.217.91.121,2095,false,HKG,Asia Pacific,Hong Kong,62 ms,5672 kB/s
8.219.86.200,2052,false,SIN,Asia Pacific,Singapore,229 ms,5668 kB/s
8.222.179.231,2052,false,SIN,Asia Pacific,Singapore,216 ms,5666 kB/s
8.218.74.119,8080,false,HKG,Asia Pacific,Hong Kong,63 ms,5664 kB/s
8.219.174.142,2086,false,SIN,Asia Pacific,Singapore,238 ms,5662 kB/s
47.236.83.239,80,false,SIN,Asia Pacific,Singapore,215 ms,5661 kB/s
8.217.147.230,8080,false,HKG,Asia Pacific,Hong Kong,57 ms,5658 kB/s
8.218.142.253,2095,false,HKG,Asia Pacific,Hong Kong,58 ms,5657 kB/s
8.210.48.107,8080,false,HKG,Asia Pacific,Hong Kong,58 ms,5657 kB/s
8.218.143.10,80,false,HKG,Asia Pacific,Hong Kong,61 ms,5653 kB/s
47.237.95.146,80,false,SIN,Asia Pacific,Singapore,214 ms,5651 kB/s
47.236.10.100,2086,false,SIN,Asia Pacific,Singapore,243 ms,5651 kB/s
47.236.75.113,8880,false,SIN,Asia Pacific,Singapore,239 ms,5649 kB/s
47.237.83.20,8080,false,SIN,Asia Pacific,Singapore,221 ms,5648 kB/s
8.218.52.115,8880,false,HKG,Asia Pacific,Hong Kong,62 ms,5648 kB/s
47.237.10.1,2052,false,SIN,Asia Pacific,Singapore,213 ms,5648 kB/s
8.219.142.191,8080,false,SIN,Asia Pacific,Singapore,215 ms,5643 kB/s
8.219.142.191,2052,false,SIN,Asia Pacific,Singapore,205 ms,5642 kB/s
47.243.60.150,80,false,HKG,Asia Pacific,Hong Kong,61 ms,5642 kB/s
8.222.191.138,80,false,SIN,Asia Pacific,Singapore,213 ms,5638 kB/s
47.236.121.23,2082,false,SIN,Asia Pacific,Singapore,221 ms,5638 kB/s
47.243.173.187,2086,false,HKG,Asia Pacific,Hong Kong,62 ms,5634 kB/s
47.236.172.95,2095,false,SIN,Asia Pacific,Singapore,212 ms,5633 kB/s
8.217.221.165,2052,false,HKG,Asia Pacific,Hong Kong,63 ms,5630 kB/s
8.219.100.168,8880,false,SIN,Asia Pacific,Singapore,222 ms,5626 kB/s
47.236.80.110,2052,false,SIN,Asia Pacific,Singapore,232 ms,5622 kB/s
8.222.184.198,8880,false,SIN,Asia Pacific,Singapore,225 ms,5620 kB/s
47.245.105.224,80,false,SIN,Asia Pacific,Singapore,222 ms,5618 kB/s
47.236.166.131,8080,false,SIN,Asia Pacific,Singapore,215 ms,5617 kB/s
8.219.191.40,80,false,SIN,Asia Pacific,Singapore,208 ms,5610 kB/s
8.218.18.235,2052,false,HKG,Asia Pacific,Hong Kong,62 ms,5600 kB/s
8.219.6.150,2095,false,SIN,Asia Pacific,Singapore,222 ms,5598 kB/s
8.219.83.201,2082,false,SIN,Asia Pacific,Singapore,213 ms,5595 kB/s
8.219.111.175,2082,false,SIN,Asia Pacific,Singapore,239 ms,5593 kB/s
8.219.222.98,2095,false,SIN,Asia Pacific,Singapore,241 ms,5588 kB/s
8.219.100.168,8080,false,SIN,Asia Pacific,Singapore,215 ms,5586 kB/s
47.76.37.57,2082,false,HKG,Asia Pacific,Hong Kong,64 ms,5585 kB/s
8.219.83.201,2052,false,SIN,Asia Pacific,Singapore,220 ms,5578 kB/s
8.222.187.4,2052,false,SIN,Asia Pacific,Singapore,222 ms,5577 kB/s
47.237.84.173,2052,false,SIN,Asia Pacific,Singapore,205 ms,5576 kB/s
8.217.121.207,8080,false,HKG,Asia Pacific,Hong Kong,55 ms,5572 kB/s
47.243.139.243,2082,false,HKG,Asia Pacific,Hong Kong,60 ms,5571 kB/s
8.219.98.13,2082,false,SIN,Asia Pacific,Singapore,211 ms,5561 kB/s
8.219.120.87,80,false,SIN,Asia Pacific,Singapore,214 ms,5560 kB/s
47.236.75.113,2095,false,SIN,Asia Pacific,Singapore,241 ms,5553 kB/s
47.236.158.158,80,false,SIN,Asia Pacific,Singapore,212 ms,5550 kB/s
8.219.142.191,8880,false,SIN,Asia Pacific,Singapore,211 ms,5548 kB/s
47.243.169.63,8080,false,HKG,Asia Pacific,Hong Kong,55 ms,5546 kB/s
8.222.160.176,2086,false,SIN,Asia Pacific,Singapore,229 ms,5546 kB/s
47.236.180.51,80,false,SIN,Asia Pacific,Singapore,224 ms,5542 kB/s
8.222.215.228,8080,false,SIN,Asia Pacific,Singapore,210 ms,5541 kB/s
8.222.181.117,2086,false,SIN,Asia Pacific,Singapore,222 ms,5540 kB/s
47.237.94.140,2095,false,SIN,Asia Pacific,Singapore,209 ms,5536 kB/s
47.236.150.13,8080,false,SIN,Asia Pacific,Singapore,239 ms,5531 kB/s
8.217.49.34,2086,false,HKG,Asia Pacific,Hong Kong,64 ms,5530 kB/s
8.222.165.117,2082,false,SIN,Asia Pacific,Singapore,214 ms,5529 kB/s
47.242.17.250,2082,false,HKG,Asia Pacific,Hong Kong,60 ms,5523 kB/s
47.236.180.51,8080,false,SIN,Asia Pacific,Singapore,229 ms,5516 kB/s
8.222.146.222,2086,false,SIN,Asia Pacific,Singapore,222 ms,5515 kB/s
8.219.83.201,2086,false,SIN,Asia Pacific,Singapore,213 ms,5511 kB/s
8.219.142.191,80,false,SIN,Asia Pacific,Singapore,211 ms,5504 kB/s
8.210.119.11,8080,false,HKG,Asia Pacific,Hong Kong,69 ms,5503 kB/s
47.236.9.152,2052,false,SIN,Asia Pacific,Singapore,224 ms,5502 kB/s
47.236.169.164,2095,false,SIN,Asia Pacific,Singapore,223 ms,5499 kB/s
8.210.146.108,2082,false,HKG,Asia Pacific,Hong Kong,61 ms,5497 kB/s
47.237.86.185,2052,false,SIN,Asia Pacific,Singapore,225 ms,5497 kB/s
8.222.187.4,8080,false,SIN,Asia Pacific,Singapore,206 ms,5495 kB/s
47.236.170.54,2086,false,SIN,Asia Pacific,Singapore,219 ms,5495 kB/s
8.222.184.198,2095,false,SIN,Asia Pacific,Singapore,215 ms,5494 kB/s
47.236.254.120,2086,false,SIN,Asia Pacific,Singapore,216 ms,5493 kB/s
8.222.184.198,8080,false,SIN,Asia Pacific,Singapore,216 ms,5491 kB/s
8.219.161.129,2095,false,SIN,Asia Pacific,Singapore,207 ms,5490 kB/s
47.236.205.188,2095,false,SIN,Asia Pacific,Singapore,220 ms,5490 kB/s
47.236.87.246,2052,false,SIN,Asia Pacific,Singapore,222 ms,5488 kB/s
47.237.82.15,8880,false,SIN,Asia Pacific,Singapore,225 ms,5483 kB/s
47.236.164.215,2086,false,SIN,Asia Pacific,Singapore,214 ms,5482 kB/s
47.236.165.25,2086,false,SIN,Asia Pacific,Singapore,228 ms,5480 kB/s
8.219.209.14,2086,false,SIN,Asia Pacific,Singapore,211 ms,5480 kB/s
47.236.75.113,8080,false,SIN,Asia Pacific,Singapore,238 ms,5479 kB/s
47.237.92.26,2052,false,SIN,Asia Pacific,Singapore,219 ms,5477 kB/s
47.245.84.124,2095,false,SIN,Asia Pacific,Singapore,220 ms,5477 kB/s
8.222.156.242,2086,false,SIN,Asia Pacific,Singapore,218 ms,5476 kB/s
8.218.18.235,80,false,HKG,Asia Pacific,Hong Kong,54 ms,5473 kB/s
47.236.125.62,8080,false,NRT,Asia Pacific,Tokyo,280 ms,5470 kB/s
8.217.248.220,2095,false,HKG,Asia Pacific,Hong Kong,54 ms,5468 kB/s
47.236.253.41,2095,false,SIN,Asia Pacific,Singapore,211 ms,5464 kB/s
47.236.164.215,2095,false,SIN,Asia Pacific,Singapore,214 ms,5458 kB/s
47.237.84.173,2086,false,SIN,Asia Pacific,Singapore,223 ms,5458 kB/s
47.236.169.141,2082,false,SIN,Asia Pacific,Singapore,215 ms,5457 kB/s
47.237.81.112,8080,false,SIN,Asia Pacific,Singapore,218 ms,5456 kB/s
8.219.229.190,2086,false,SIN,Asia Pacific,Singapore,242 ms,5452 kB/s
8.219.193.202,80,false,SIN,Asia Pacific,Singapore,219 ms,5450 kB/s
47.76.37.57,2086,false,HKG,Asia Pacific,Hong Kong,59 ms,5443 kB/s
47.236.172.95,8880,false,SIN,Asia Pacific,Singapore,231 ms,5443 kB/s
47.236.170.54,2052,false,SIN,Asia Pacific,Singapore,244 ms,5441 kB/s
47.236.237.90,2086,false,SIN,Asia Pacific,Singapore,251 ms,5436 kB/s
47.243.86.79,8880,false,HKG,Asia Pacific,Hong Kong,57 ms,5435 kB/s
47.236.171.205,2082,false,SIN,Asia Pacific,Singapore,218 ms,5434 kB/s
47.243.42.219,80,false,HKG,Asia Pacific,Hong Kong,63 ms,5431 kB/s
47.236.5.223,2095,false,SIN,Asia Pacific,Singapore,247 ms,5425 kB/s
8.210.48.107,80,false,HKG,Asia Pacific,Hong Kong,63 ms,5425 kB/s
47.236.170.225,8080,false,SIN,Asia Pacific,Singapore,226 ms,5423 kB/s
47.243.86.79,2052,false,HKG,Asia Pacific,Hong Kong,64 ms,5415 kB/s
8.222.249.190,2082,false,SIN,Asia Pacific,Singapore,261 ms,5413 kB/s
8.217.91.121,80,false,HKG,Asia Pacific,Hong Kong,63 ms,5412 kB/s
8.219.0.162,2086,false,SIN,Asia Pacific,Singapore,218 ms,5412 kB/s
47.236.172.95,80,false,SIN,Asia Pacific,Singapore,225 ms,5410 kB/s
8.219.104.37,2095,false,SIN,Asia Pacific,Singapore,212 ms,5410 kB/s
47.236.102.102,8880,false,SIN,Asia Pacific,Singapore,229 ms,5407 kB/s
8.219.1.92,2052,false,SIN,Asia Pacific,Singapore,204 ms,5402 kB/s
8.219.174.142,2095,false,SIN,Asia Pacific,Singapore,246 ms,5402 kB/s
8.219.106.156,2082,false,SIN,Asia Pacific,Singapore,213 ms,5390 kB/s
8.219.120.87,8880,false,SIN,Asia Pacific,Singapore,252 ms,5389 kB/s
8.222.136.247,8080,false,SIN,Asia Pacific,Singapore,242 ms,5389 kB/s
47.236.237.90,80,false,SIN,Asia Pacific,Singapore,205 ms,5389 kB/s
8.210.21.65,2082,false,HKG,Asia Pacific,Hong Kong,70 ms,5388 kB/s
47.236.170.54,2095,false,SIN,Asia Pacific,Singapore,203 ms,5385 kB/s
8.222.179.231,2086,false,SIN,Asia Pacific,Singapore,210 ms,5384 kB/s
8.219.93.5,2082,false,SIN,Asia Pacific,Singapore,223 ms,5383 kB/s
47.236.144.208,2095,false,SIN,Asia Pacific,Singapore,211 ms,5377 kB/s
8.219.229.190,8880,false,SIN,Asia Pacific,Singapore,223 ms,5377 kB/s
8.222.160.176,80,false,SIN,Asia Pacific,Singapore,220 ms,5376 kB/s
47.237.82.15,2052,false,SIN,Asia Pacific,Singapore,210 ms,5375 kB/s
8.218.74.119,80,false,HKG,Asia Pacific,Hong Kong,69 ms,5375 kB/s
47.236.144.156,2082,false,SIN,Asia Pacific,Singapore,221 ms,5373 kB/s
8.222.136.247,80,false,SIN,Asia Pacific,Singapore,216 ms,5372 kB/s
8.219.1.92,8880,false,SIN,Asia Pacific,Singapore,241 ms,5370 kB/s
47.243.74.220,2082,false,HKG,Asia Pacific,Hong Kong,53 ms,5369 kB/s
8.219.139.13,2086,false,SIN,Asia Pacific,Singapore,243 ms,5368 kB/s
47.237.84.173,2082,false,SIN,Asia Pacific,Singapore,225 ms,5364 kB/s
8.218.8.142,2086,false,HKG,Asia Pacific,Hong Kong,58 ms,5359 kB/s
8.218.142.253,8080,false,HKG,Asia Pacific,Hong Kong,58 ms,5359 kB/s
47.236.171.205,80,false,SIN,Asia Pacific,Singapore,213 ms,5358 kB/s
8.219.174.213,2082,false,SIN,Asia Pacific,Singapore,202 ms,5354 kB/s
47.236.123.133,2052,false,SIN,Asia Pacific,Singapore,224 ms,5348 kB/s
8.222.193.65,2095,false,SIN,Asia Pacific,Singapore,227 ms,5343 kB/s
8.222.167.147,8880,false,SIN,Asia Pacific,Singapore,218 ms,5342 kB/s
8.219.1.92,2082,false,SIN,Asia Pacific,Singapore,217 ms,5340 kB/s
8.218.18.235,8080,false,HKG,Asia Pacific,Hong Kong,61 ms,5333 kB/s
8.219.113.232,8080,false,SIN,Asia Pacific,Singapore,218 ms,5331 kB/s
47.236.170.54,8080,false,SIN,Asia Pacific,Singapore,204 ms,5330 kB/s
8.222.162.45,2082,false,SIN,Asia Pacific,Singapore,221 ms,5329 kB/s
47.236.169.164,2052,false,SIN,Asia Pacific,Singapore,210 ms,5324 kB/s
8.222.165.117,2086,false,SIN,Asia Pacific,Singapore,230 ms,5323 kB/s
8.219.98.13,8080,false,SIN,Asia Pacific,Singapore,213 ms,5322 kB/s
8.219.161.129,8080,false,SIN,Asia Pacific,Singapore,214 ms,5320 kB/s
8.217.221.165,8080,false,HKG,Asia Pacific,Hong Kong,62 ms,5317 kB/s
8.219.220.88,2095,false,SIN,Asia Pacific,Singapore,213 ms,5315 kB/s
47.236.10.182,2052,false,SIN,Asia Pacific,Singapore,217 ms,5314 kB/s
47.242.36.78,2082,false,HKG,Asia Pacific,Hong Kong,67 ms,5311 kB/s
47.236.10.182,2082,false,SIN,Asia Pacific,Singapore,231 ms,5310 kB/s
8.219.83.201,2095,false,SIN,Asia Pacific,Singapore,207 ms,5310 kB/s
47.236.83.239,2082,false,SIN,Asia Pacific,Singapore,217 ms,5307 kB/s
47.237.8.82,2095,false,SIN,Asia Pacific,Singapore,220 ms,5306 kB/s
8.219.229.190,2052,false,SIN,Asia Pacific,Singapore,219 ms,5304 kB/s
47.237.11.182,8080,false,SIN,Asia Pacific,Singapore,242 ms,5302 kB/s
47.245.105.224,2052,false,SIN,Asia Pacific,Singapore,227 ms,5300 kB/s
8.219.153.237,2095,false,NRT,Asia Pacific,Tokyo,281 ms,5297 kB/s
8.219.4.122,8880,false,SIN,Asia Pacific,Singapore,221 ms,5293 kB/s
8.222.136.247,8880,false,SIN,Asia Pacific,Singapore,211 ms,5288 kB/s
47.236.172.71,8880,false,SIN,Asia Pacific,Singapore,243 ms,5282 kB/s
8.219.4.122,80,false,SIN,Asia Pacific,Singapore,207 ms,5281 kB/s
8.219.114.201,2095,false,SIN,Asia Pacific,Singapore,221 ms,5275 kB/s
47.236.75.113,2052,false,SIN,Asia Pacific,Singapore,215 ms,5274 kB/s
47.236.118.216,2052,false,SIN,Asia Pacific,Singapore,215 ms,5274 kB/s
47.76.49.246,8080,false,HKG,Asia Pacific,Hong Kong,67 ms,5267 kB/s
8.219.78.1,8880,false,SIN,Asia Pacific,Singapore,218 ms,5262 kB/s
47.236.170.54,2082,false,SIN,Asia Pacific,Singapore,214 ms,5260 kB/s
47.237.95.13,2095,false,SIN,Asia Pacific,Singapore,222 ms,5260 kB/s
47.236.158.158,2082,false,SIN,Asia Pacific,Singapore,221 ms,5255 kB/s
8.218.52.115,80,false,HKG,Asia Pacific,Hong Kong,63 ms,5254 kB/s
47.76.178.146,2082,false,HKG,Asia Pacific,Hong Kong,69 ms,5251 kB/s
8.217.127.73,2095,false,HKG,Asia Pacific,Hong Kong,62 ms,5249 kB/s
8.218.181.189,8080,false,HKG,Asia Pacific,Hong Kong,58 ms,5246 kB/s
8.219.83.201,8080,false,SIN,Asia Pacific,Singapore,217 ms,5244 kB/s
8.219.98.13,2052,false,SIN,Asia Pacific,Singapore,216 ms,5243 kB/s
47.237.81.112,8880,false,SIN,Asia Pacific,Singapore,213 ms,5243 kB/s
47.237.11.182,2095,false,SIN,Asia Pacific,Singapore,203 ms,5241 kB/s
8.219.194.170,2095,false,SIN,Asia Pacific,Singapore,236 ms,5241 kB/s
8.219.229.190,80,false,SIN,Asia Pacific,Singapore,239 ms,5237 kB/s
8.219.60.54,2052,false,SIN,Asia Pacific,Singapore,223 ms,5237 kB/s
8.222.249.190,8080,false,SIN,Asia Pacific,Singapore,226 ms,5236 kB/s
8.222.162.45,8880,false,SIN,Asia Pacific,Singapore,222 ms,5234 kB/s
8.219.113.232,2086,false,SIN,Asia Pacific,Singapore,214 ms,5233 kB/s
8.218.204.128,8880,false,HKG,Asia Pacific,Hong Kong,63 ms,5231 kB/s
47.236.237.90,2095,false,SIN,Asia Pacific,Singapore,216 ms,5229 kB/s
47.236.144.208,8880,false,SIN,Asia Pacific,Singapore,225 ms,5223 kB/s
47.237.14.220,2095,false,SIN,Asia Pacific,Singapore,213 ms,5222 kB/s
8.219.132.64,2052,false,SIN,Asia Pacific,Singapore,213 ms,5216 kB/s
47.236.17.193,2086,false,SIN,Asia Pacific,Singapore,214 ms,5213 kB/s
8.219.120.87,2086,false,SIN,Asia Pacific,Singapore,219 ms,5206 kB/s
47.236.169.15,2082,false,SIN,Asia Pacific,Singapore,222 ms,5204 kB/s
8.218.142.253,2086,false,HKG,Asia Pacific,Hong Kong,60 ms,5197 kB/s
8.219.209.14,2052,false,SIN,Asia Pacific,Singapore,215 ms,5193 kB/s
47.236.168.17,2086,false,SIN,Asia Pacific,Singapore,229 ms,5192 kB/s
47.236.169.15,2086,false,SIN,Asia Pacific,Singapore,208 ms,5192 kB/s
47.236.87.246,2082,false,SIN,Asia Pacific,Singapore,211 ms,5191 kB/s
47.236.205.188,80,false,SIN,Asia Pacific,Singapore,215 ms,5190 kB/s
47.236.189.92,2095,false,SIN,Asia Pacific,Singapore,210 ms,5190 kB/s
8.218.8.142,8080,false,HKG,Asia Pacific,Hong Kong,58 ms,5187 kB/s
47.236.104.11,8880,false,SIN,Asia Pacific,Singapore,212 ms,5187 kB/s
47.237.86.185,2086,false,SIN,Asia Pacific,Singapore,210 ms,5184 kB/s
8.219.174.213,8080,false,SIN,Asia Pacific,Singapore,216 ms,5181 kB/s
47.236.202.91,2095,false,SIN,Asia Pacific,Singapore,209 ms,5178 kB/s
47.236.172.71,2082,false,SIN,Asia Pacific,Singapore,240 ms,5176 kB/s
47.236.144.208,8080,false,SIN,Asia Pacific,Singapore,208 ms,5173 kB/s
8.219.100.168,2052,false,SIN,Asia Pacific,Singapore,244 ms,5172 kB/s
8.222.191.138,8080,false,SIN,Asia Pacific,Singapore,226 ms,5168 kB/s
8.218.243.95,2082,false,HKG,Asia Pacific,Hong Kong,67 ms,5167 kB/s
47.245.102.52,8080,false,SIN,Asia Pacific,Singapore,225 ms,5162 kB/s
8.219.248.47,8880,false,SIN,Asia Pacific,Singapore,218 ms,5161 kB/s
8.222.134.170,8080,false,SIN,Asia Pacific,Singapore,223 ms,5157 kB/s
8.210.156.6,2052,false,HKG,Asia Pacific,Hong Kong,61 ms,5156 kB/s
47.236.149.107,8880,false,SIN,Asia Pacific,Singapore,207 ms,5154 kB/s
47.236.158.158,8080,false,SIN,Asia Pacific,Singapore,224 ms,5150 kB/s
8.219.139.13,2052,false,SIN,Asia Pacific,Singapore,231 ms,5150 kB/s
8.219.104.37,2052,false,SIN,Asia Pacific,Singapore,217 ms,5149 kB/s
47.242.174.27,80,false,HKG,Asia Pacific,Hong Kong,59 ms,5147 kB/s
47.236.158.158,2086,false,SIN,Asia Pacific,Singapore,221 ms,5137 kB/s
8.222.165.117,8080,false,SIN,Asia Pacific,Singapore,207 ms,5136 kB/s
47.237.14.220,2086,false,SIN,Asia Pacific,Singapore,241 ms,5132 kB/s
8.219.147.58,2082,false,SIN,Asia Pacific,Singapore,222 ms,5131 kB/s
47.236.167.231,2095,false,SIN,Asia Pacific,Singapore,213 ms,5131 kB/s
8.219.111.175,2086,false,SIN,Asia Pacific,Singapore,232 ms,5130 kB/s
8.222.208.38,8080,false,SIN,Asia Pacific,Singapore,229 ms,5126 kB/s
8.219.114.201,8880,false,SIN,Asia Pacific,Singapore,248 ms,5121 kB/s
8.219.126.240,8080,false,SIN,Asia Pacific,Singapore,215 ms,5121 kB/s
47.245.84.124,2052,false,SIN,Asia Pacific,Singapore,237 ms,5120 kB/s
47.236.5.223,8080,false,SIN,Asia Pacific,Singapore,212 ms,5118 kB/s
47.237.8.82,80,false,SIN,Asia Pacific,Singapore,219 ms,5117 kB/s
47.236.253.41,2052,false,SIN,Asia Pacific,Singapore,243 ms,5117 kB/s
47.237.100.206,2086,false,SIN,Asia Pacific,Singapore,217 ms,5110 kB/s
47.236.167.231,80,false,SIN,Asia Pacific,Singapore,233 ms,5110 kB/s
8.218.18.132,2086,false,HKG,Asia Pacific,Hong Kong,65 ms,5108 kB/s
47.236.189.92,8880,false,SIN,Asia Pacific,Singapore,216 ms,5105 kB/s
8.217.250.5,2086,false,HKG,Asia Pacific,Hong Kong,66 ms,5104 kB/s
47.237.0.31,2082,false,SIN,Asia Pacific,Singapore,212 ms,5104 kB/s
47.236.144.208,80,false,SIN,Asia Pacific,Singapore,215 ms,5100 kB/s
8.222.150.197,2082,false,SIN,Asia Pacific,Singapore,215 ms,5098 kB/s
8.210.156.6,2082,false,HKG,Asia Pacific,Hong Kong,61 ms,5092 kB/s
8.222.136.247,2082,false,SIN,Asia Pacific,Singapore,212 ms,5090 kB/s
47.237.0.31,80,false,SIN,Asia Pacific,Singapore,208 ms,5083 kB/s
8.222.156.242,80,false,SIN,Asia Pacific,Singapore,208 ms,5082 kB/s
8.219.107.135,2086,false,SIN,Asia Pacific,Singapore,225 ms,5082 kB/s
8.222.156.242,8080,false,SIN,Asia Pacific,Singapore,217 ms,5082 kB/s
8.219.153.237,80,false,NRT,Asia Pacific,Tokyo,293 ms,5081 kB/s
47.237.84.173,8880,false,SIN,Asia Pacific,Singapore,222 ms,5079 kB/s
47.236.237.90,2082,false,SIN,Asia Pacific,Singapore,208 ms,5074 kB/s
8.210.34.188,8080,false,HKG,Asia Pacific,Hong Kong,64 ms,5073 kB/s
8.222.162.45,2086,false,SIN,Asia Pacific,Singapore,206 ms,5070 kB/s
47.236.254.120,8080,false,SIN,Asia Pacific,Singapore,243 ms,5069 kB/s
8.219.198.139,2095,false,SIN,Asia Pacific,Singapore,216 ms,5068 kB/s
47.236.170.225,2052,false,SIN,Asia Pacific,Singapore,222 ms,5068 kB/s
47.236.123.133,2086,false,SIN,Asia Pacific,Singapore,233 ms,5067 kB/s
47.243.203.119,2052,false,HKG,Asia Pacific,Hong Kong,58 ms,5066 kB/s
8.219.110.81,8880,false,SIN,Asia Pacific,Singapore,225 ms,5063 kB/s
8.210.65.1,2082,false,HKG,Asia Pacific,Hong Kong,65 ms,5063 kB/s
47.236.170.54,80,false,SIN,Asia Pacific,Singapore,241 ms,5061 kB/s
8.219.49.65,8080,false,SIN,Asia Pacific,Singapore,215 ms,5061 kB/s
47.236.174.206,8880,false,SIN,Asia Pacific,Singapore,248 ms,5061 kB/s
47.236.202.91,80,false,SIN,Asia Pacific,Singapore,216 ms,5060 kB/s
47.236.87.246,8880,false,SIN,Asia Pacific,Singapore,213 ms,5060 kB/s
8.219.93.5,8080,false,SIN,Asia Pacific,Singapore,236 ms,5057 kB/s
47.245.86.230,80,false,SIN,Asia Pacific,Singapore,223 ms,5054 kB/s
47.243.90.180,2082,false,HKG,Asia Pacific,Hong Kong,62 ms,5052 kB/s
8.219.132.64,8080,false,SIN,Asia Pacific,Singapore,236 ms,5051 kB/s
47.236.118.216,2095,false,SIN,Asia Pacific,Singapore,225 ms,5049 kB/s
47.236.121.23,80,false,SIN,Asia Pacific,Singapore,213 ms,5045 kB/s
47.236.10.100,8080,false,SIN,Asia Pacific,Singapore,225 ms,5044 kB/s
8.219.117.198,80,false,SIN,Asia Pacific,Singapore,217 ms,5038 kB/s
8.219.174.213,2095,false,SIN,Asia Pacific,Singapore,208 ms,5036 kB/s
47.243.91.58,8880,false,HKG,Asia Pacific,Hong Kong,57 ms,5036 kB/s
47.237.8.82,8080,false,SIN,Asia Pacific,Singapore,222 ms,5034 kB/s
47.243.139.243,2095,false,HKG,Asia Pacific,Hong Kong,61 ms,5034 kB/s
47.236.169.141,2052,false,SIN,Asia Pacific,Singapore,217 ms,5021 kB/s
47.236.144.196,80,false,SIN,Asia Pacific,Singapore,232 ms,5020 kB/s
8.219.42.72,8880,false,SIN,Asia Pacific,Singapore,225 ms,5016 kB/s
47.242.79.71,8080,false,HKG,Asia Pacific,Hong Kong,58 ms,5015 kB/s
8.219.222.98,2082,false,SIN,Asia Pacific,Singapore,239 ms,5014 kB/s
47.242.17.250,2086,false,HKG,Asia Pacific,Hong Kong,67 ms,5013 kB/s
8.218.22.210,2082,false,HKG,Asia Pacific,Hong Kong,60 ms,5010 kB/s
8.217.127.73,80,false,HKG,Asia Pacific,Hong Kong,55 ms,5009 kB/s
8.219.177.205,2086,false,SIN,Asia Pacific,Singapore,220 ms,5009 kB/s
47.237.14.220,80,false,SIN,Asia Pacific,Singapore,207 ms,5009 kB/s
47.236.169.15,8880,false,SIN,Asia Pacific,Singapore,235 ms,5008 kB/s
8.219.111.175,8880,false,SIN,Asia Pacific,Singapore,227 ms,5005 kB/s
47.243.91.58,2086,false,HKG,Asia Pacific,Hong Kong,63 ms,4999 kB/s
47.237.0.31,8880,false,SIN,Asia Pacific,Singapore,246 ms,4995 kB/s
47.236.164.215,2052,false,SIN,Asia Pacific,Singapore,213 ms,4992 kB/s
8.222.136.247,2086,false,SIN,Asia Pacific,Singapore,215 ms,4991 kB/s
8.218.74.119,2086,false,HKG,Asia Pacific,Hong Kong,68 ms,4990 kB/s
8.210.245.224,2086,false,HKG,Asia Pacific,Hong Kong,69 ms,4986 kB/s
47.236.158.158,8880,false,SIN,Asia Pacific,Singapore,216 ms,4984 kB/s
47.236.144.208,2082,false,SIN,Asia Pacific,Singapore,230 ms,4983 kB/s
8.210.34.188,8880,false,HKG,Asia Pacific,Hong Kong,61 ms,4983 kB/s
8.210.192.93,2082,false,HKG,Asia Pacific,Hong Kong,60 ms,4974 kB/s
47.236.144.196,2095,false,SIN,Asia Pacific,Singapore,218 ms,4971 kB/s
8.222.181.117,2052,false,SIN,Asia Pacific,Singapore,223 ms,4971 kB/s
47.236.10.182,80,false,SIN,Asia Pacific,Singapore,229 ms,4968 kB/s
8.218.201.73,8080,false,HKG,Asia Pacific,Hong Kong,53 ms,4964 kB/s
8.219.200.145,80,false,SIN,Asia Pacific,Singapore,228 ms,4964 kB/s
47.236.80.110,8080,false,SIN,Asia Pacific,Singapore,228 ms,4962 kB/s
8.219.198.139,2086,false,SIN,Asia Pacific,Singapore,228 ms,4960 kB/s
47.236.17.193,8880,false,SIN,Asia Pacific,Singapore,226 ms,4958 kB/s
8.219.11.158,2095,false,SIN,Asia Pacific,Singapore,224 ms,4957 kB/s
8.219.98.13,2086,false,SIN,Asia Pacific,Singapore,228 ms,4956 kB/s
8.218.65.237,8880,false,HKG,Asia Pacific,Hong Kong,60 ms,4956 kB/s
8.222.208.38,80,false,SIN,Asia Pacific,Singapore,211 ms,4951 kB/s
47.236.144.208,2052,false,SIN,Asia Pacific,Singapore,215 ms,4951 kB/s
8.219.51.211,2095,false,SIN,Asia Pacific,Singapore,234 ms,4947 kB/s
8.222.160.176,2095,false,SIN,Asia Pacific,Singapore,212 ms,4943 kB/s
47.236.150.13,8880,false,SIN,Asia Pacific,Singapore,225 ms,4942 kB/s
8.217.147.230,80,false,HKG,Asia Pacific,Hong Kong,59 ms,4937 kB/s
47.236.80.110,8880,false,SIN,Asia Pacific,Singapore,206 ms,4936 kB/s
